pan ID	D39	D39V	EF3030	Hungary19A-6	TIGR4	670-6B	6A-10	70585	A026	A66	AP200	ASP0581	ATCC 49619	ATCC 700669	BM6001	BVJ1JL	CGSP14	G54	gamPNI0373	HU-OH	Hu15	Hu17	INV104	INV200	JJA	MDRSPN001	NCTC7465	NCTC7466	NU83127	OXC141	P1031	R6	SP49	SPN032672	SPN034156	SPN034183	SPN994038	SPN994039	SPNA45	ST556	Taiwan19F-14	TCH8431/19A	Xen35
PNEUPAN002109000										A66_RS11015				SPN23F_RS12235									INV104_RS05310		SPJ_RS11835									SPN032672_RS00180					SPNA45_RS12490				
PNEUPAN002110000						SP670_RS04795								SPN23F_RS06085	ODS73_RS06800								INV104_RS05315		SPJ_RS06075									SPN032672_RS00185									
PNEUPAN002111000				SPH_RS06990							SPAP_RS13365	EL334_RS06720	EL263_RS06380	SPN23F_RS13520	ODS73_RS06795			SPG_RS06015			SPNHU15_RS06465	SPNHU17_RS06395	INV104_RS05320		SPJ_RS05000		AT689_RS07415						BMJ42_RS06860	SPN032672_RS00190					SPNA45_RS13690				
PNEUPAN002112000										A66_RS04850				SPN23F_RS05015									INV104_RS05325		SPJ_RS05005									SPN032672_RS00195					SPNA45_RS07645				
PNEUPAN002113000										A66_RS04855				SPN23F_RS05020									INV104_RS05330		SPJ_RS05010									SPN032672_RS00200					SPNA45_RS07650				
PNEUPAN002114000	SPD_RS05015	SPV_RS05325	EF3030_RS05085		SP_RS05200	SP670_RS05575	HKM25_RS04985	SP70585_RS05610		A66_RS04780		EL334_RS05960		SPN23F_RS04950	ODS73_RS06065	JN057_RS05365	SPCG_RS05345	SPG_RS06300	HMPREF1038_RS05580	EL271_RS04925				SPNINV200_RS05170	SPJ_RS04945		AT689_RS08580	DQM66_RS05335	EL277_RS05295	SPNOXC_RS05115	SPP_RS05220	SPR_RS04765			SPN034156_RS00170	SPN034183_RS05135	SPN994038_RS05040	SPN994039_RS05045	SPNA45_RS07580				CXP32_RS05255
PNEUPAN002115000	SPD_RS11640	SPV_RS11675			SP_RS13400									SPN23F_RS14250			SPCG_RS14315								SPJ_RS13335			DQM66_RS11905	EL277_RS12795			SPR_RS11210											CXP32_RS12340
PNEUPAN002116000							HKM25_RS04990																																				
PNEUPAN002117000							HKM25_RS04995																																				
PNEUPAN002118000		SPV_RS05310														JN057_RS05250			HMPREF1038_RS05570	EL271_RS05830							AT689_RS08570	DQM66_RS05320			SPP_RS05915												
PNEUPAN002119000	SPD_RS05035		EF3030_RS05105		SP_RS05220	SP670_RS05535	HKM25_RS05005	SP70585_RS05630		A66_RS04805				SPN23F_RS04970		JN057_RS05380	SPCG_RS05365	SPG_RS06260		EL271_RS04950				SPNINV200_RS05195	SPJ_RS04965				EL277_RS05315	SPNOXC_RS05130	SPP_RS05235	SPR_RS04780			SPN034156_RS00185	SPN034183_RS05150	SPN994038_RS05055	SPN994039_RS05060	SPNA45_RS07605				CXP32_RS05275
PNEUPAN002120000		SPV_RS05305											EL263_RS05220			JN057_RS05255			HMPREF1038_RS05565	EL271_RS05835							AT689_RS08565	DQM66_RS05315			SPP_RS05920												
PNEUPAN002121000					SP_RS05225	SP670_RS05530	HKM25_RS05010					EL334_RS05995		SPN23F_RS06295	ODS73_RS06100		SPCG_RS06600	SPG_RS06255		EL271_RS05840									EL277_RS05320		SPP_RS05925												CXP32_RS05280
PNEUPAN002122000						SP670_RS05540						EL334_RS05985		SPN23F_RS06305	ODS73_RS06090		SPCG_RS06610	SPG_RS06265																									CXP32_RS05270
PNEUPAN002123000					SP_RS05230																								EL277_RS05325														CXP32_RS05285
PNEUPAN002124000					SP_RS05235																								EL277_RS05330														CXP32_RS05290
PNEUPAN002125000					SP_RS05240																								EL277_RS05335														CXP32_RS05295
PNEUPAN002126000	SPD_RS05055	SPV_RS05285								A66_RS05665																		DQM66_RS05295				SPR_RS04800							SPNA45_RS05285				
PNEUPAN002127000								SP70585_RS05645												EL271_RS04960										SPNOXC_RS05145					SPN034156_RS00200	SPN034183_RS05165	SPN994038_RS05070	SPN994039_RS05075					
PNEUPAN002128000																				EL271_RS04965										SPNOXC_RS05150					SPN034156_RS00205	SPN034183_RS05170	SPN994038_RS05075	SPN994039_RS05080					
PNEUPAN002129000																				EL271_RS04970										SPNOXC_RS05155					SPN034156_RS00210	SPN034183_RS05175	SPN994038_RS05080	SPN994039_RS05085					
PNEUPAN002130000																				EL271_RS04975										SPNOXC_RS05160					SPN034156_RS00215	SPN034183_RS05180	SPN994038_RS05085	SPN994039_RS05090					
PNEUPAN002131000																				EL271_RS04980										SPNOXC_RS05165					SPN034156_RS00220	SPN034183_RS05185	SPN994038_RS05090	SPN994039_RS05095					
PNEUPAN002132000					SP_RS05245																								EL277_RS05340														CXP32_RS05300
PNEUPAN002133000																				EL271_RS04985										SPNOXC_RS05170					SPN034156_RS00225	SPN034183_RS05190	SPN994038_RS05095	SPN994039_RS05100					
PNEUPAN002134000																				EL271_RS04990										SPNOXC_RS05175					SPN034156_RS00230	SPN034183_RS05195	SPN994038_RS05100	SPN994039_RS05105					
PNEUPAN002135000											SPAP_RS05640					JN057_RS05425		SPG_RS04945	HMPREF1038_RS05520								AT689_RS08520				SPP_RS05280												
PNEUPAN002136000											SPAP_RS05620					JN057_RS05430		SPG_RS04950	HMPREF1038_RS05515								AT689_RS08515				SPP_RS05285												
PNEUPAN002137000	SPD_RS05110	SPV_RS05230					HKM25_RS05085			A66_RS05650	SPAP_RS12050					JN057_RS11325		SPG_RS12880	HMPREF1038_RS11695								AT689_RS11960	DQM66_RS05240			SPP_RS13500	SPR_RS04860							SPNA45_RS05305				
PNEUPAN002138000																				EL271_RS04995										SPNOXC_RS05180					SPN034156_RS00235	SPN034183_RS05200	SPN994038_RS05105	SPN994039_RS05110					
PNEUPAN002139000																														SPNOXC_RS05185					SPN034156_RS00240	SPN034183_RS05205	SPN994038_RS05110	SPN994039_RS05115					
PNEUPAN002140000																				EL271_RS05015										SPNOXC_RS05190					SPN034156_RS00245	SPN034183_RS05210	SPN994038_RS05115	SPN994039_RS05120					
PNEUPAN002141000																				EL271_RS05020										SPNOXC_RS05195					SPN034156_RS00250	SPN034183_RS05215	SPN994038_RS05120	SPN994039_RS05125					
PNEUPAN002142000																				EL271_RS05025										SPNOXC_RS05200					SPN034156_RS00255	SPN034183_RS05220	SPN994038_RS05125	SPN994039_RS05130					
PNEUPAN002143000																				EL271_RS05030										SPNOXC_RS05205					SPN034156_RS00260	SPN034183_RS05225	SPN994038_RS05130	SPN994039_RS05135					
PNEUPAN002144000																				EL271_RS05035										SPNOXC_RS05210					SPN034156_RS00265	SPN034183_RS05230	SPN994038_RS05135	SPN994039_RS05140					
PNEUPAN002145000																				EL271_RS05040										SPNOXC_RS05215					SPN034156_RS00270	SPN034183_RS05235	SPN994038_RS05140	SPN994039_RS05145					
PNEUPAN002146000			EF3030_RS05510			SP670_RS05385			T308_RS04880								SPCG_RS05760			EL271_RS11740				SPNINV200_RS05595		MDRSPN_RS04465				SPNOXC_RS13110					SPN034156_RS12645	SPN034183_RS13095	SPN994038_RS13010	SPN994039_RS13015		MYY_RS05350	SPT_RS05140	HMPREF0837_RS06305	
PNEUPAN002147000																				EL271_RS05075										SPNOXC_RS11595					SPN034156_RS10905	SPN034183_RS11610	SPN994038_RS11505	SPN994039_RS11505					
PNEUPAN002148000	SPD_RS11365	SPV_RS11390			SP_RS13040	SP670_RS04800	HKM25_RS06125	SP70585_RS06805		A66_RS04845				SPN23F_RS13545		JN057_RS06495			HMPREF1038_RS06420	EL271_RS06530			INV104_RS06465		SPJ_RS06070			DQM66_RS06185	EL277_RS06470	SPNOXC_RS12790	SPP_RS06635	SPR_RS05905		SPN032672_RS01335	SPN034156_RS12455	SPN034183_RS12760	SPN994038_RS12695	SPN994039_RS12700	SPNA45_RS13725				CXP32_RS12075
PNEUPAN002149000					SP_RS05250																								EL277_RS05345														CXP32_RS05305
PNEUPAN002150000								SP70585_RS05650																																			
PNEUPAN002151000				SPH_RS05580		SP670_RS06290		SP70585_RS05660	T308_RS05195			EL334_RS05245			ODS73_RS05415						SPNHU15_RS05130	SPNHU17_RS05055				MDRSPN_RS04780							BMJ42_RS05805							MYY_RS05675	SPT_RS05465	HMPREF0837_RS06820	
PNEUPAN002152000			EF3030_RS06020	SPH_RS12545		SP670_RS06285		SP70585_RS05665	T308_RS11695			EL334_RS05250	EL263_RS05305		ODS73_RS05420		SPCG_RS06300			EL271_RS05090	SPNHU15_RS05135	SPNHU17_RS05060		SPNINV200_RS06115		MDRSPN_RS04785				SPNOXC_RS05255			BMJ42_RS05810		SPN034156_RS00310	SPN034183_RS05275	SPN994038_RS05180	SPN994039_RS05185		MYY_RS12015	SPT_RS11880	HMPREF0837_RS11815	
PNEUPAN002153000												EL334_RS05745					SPCG_RS06835				SPNHU15_RS06330																					HMPREF0837_RS10635	
PNEUPAN002154000															ODS73_RS10170			SPG_RS13100									AT689_RS04260							SPN032672_RS06115					SPNA45_RS13635				
PNEUPAN002155000	SPD_RS09300	SPV_RS09295	EF3030_RS09485	SPH_RS10245	SP_RS09780		HKM25_RS09795	SP70585_RS10060		A66_RS08785	SPAP_RS09730	EL334_RS09995		SPN23F_RS10035	ODS73_RS10175	JN057_RS09495	SPCG_RS10060	SPG_RS06245	HMPREF1038_RS09495	EL271_RS09610	SPNHU15_RS09300	SPNHU17_RS09290	INV104_RS09725	SPNINV200_RS09470	SPJ_RS09620		AT689_RS04265	DQM66_RS09295	EL277_RS09970	SPNOXC_RS09400	SPP_RS09735	SPR_RS08855	BMJ42_RS10475	SPN032672_RS06120	SPN034156_RS04395	SPN034183_RS09420	SPN994038_RS09325	SPN994039_RS09330	SPNA45_RS01575				CXP32_RS09905
PNEUPAN002156000																		SPG_RS06250																									
PNEUPAN002157000						SP670_RS05595												SPG_RS06315																									
PNEUPAN002158000						SP670_RS05590										JN057_RS05165		SPG_RS06310																									
PNEUPAN002159000						SP670_RS05585										JN057_RS05170		SPG_RS06305																									
PNEUPAN002160000						SP670_RS05580				A66_RS11430								SPG_RS11655			SPNHU15_RS09815	SPNHU17_RS09805					AT689_RS13405																
PNEUPAN002161000												EL334_RS05950			ODS73_RS06055	JN057_RS05220				EL271_RS05795																							
PNEUPAN002162000						SP670_RS05570												SPG_RS06295																									
PNEUPAN002163000						SP670_RS05565												SPG_RS06285																									
PNEUPAN002164000						SP670_RS05560												SPG_RS06290																									
PNEUPAN002165000												EL334_RS05970			ODS73_RS06075					EL271_RS05815											SPP_RS05900												
PNEUPAN002166000												EL334_RS05975			ODS73_RS06080					EL271_RS05820											SPP_RS05905												
PNEUPAN002167000												EL334_RS05980			ODS73_RS06085					EL271_RS05825											SPP_RS05910												
PNEUPAN002168000						SP670_RS05555												SPG_RS06280																									
PNEUPAN002169000						SP670_RS05550												SPG_RS06275																									
PNEUPAN002170000						SP670_RS05545												SPG_RS06270																									
PNEUPAN002171000												EL334_RS05990		SPN23F_RS06300	ODS73_RS06095		SPCG_RS06605																										
PNEUPAN002172000						SP670_RS05525						EL334_RS06000		SPN23F_RS06290	ODS73_RS06105		SPCG_RS06595			EL271_RS05845											SPP_RS05930												
PNEUPAN002173000	SPD_RS09025	SPV_RS09020		SPH_RS09930	SP_RS09505	SP670_RS09910	HKM25_RS09530	SP70585_RS09800	T308_RS08900	A66_RS08550	SPAP_RS09460	EL334_RS09700	EL263_RS09280		ODS73_RS09835	JN057_RS09240		SPG_RS09010	HMPREF1038_RS09240	EL271_RS09290			INV104_RS09470		SPJ_RS09060	MDRSPN_RS08695	AT689_RS04520	DQM66_RS09020	EL277_RS09690	SPNOXC_RS09125	SPP_RS09465	SPR_RS08600	BMJ42_RS10135	SPN032672_RS04355	SPN034156_RS04100	SPN034183_RS09145	SPN994038_RS09050	SPN994039_RS09055	SPNA45_RS02050	MYY_RS09340	SPT_RS09140	HMPREF0837_RS10275	CXP32_RS09590
PNEUPAN002174000	SPD_RS09030	SPV_RS09025		SPH_RS09935	SP_RS09510	SP670_RS09915	HKM25_RS09535	SP70585_RS09805	T308_RS08905	A66_RS08555	SPAP_RS09465	EL334_RS09705	EL263_RS09285		ODS73_RS09840	JN057_RS09245		SPG_RS09015	HMPREF1038_RS09245	EL271_RS09295			INV104_RS09475		SPJ_RS09065	MDRSPN_RS08700	AT689_RS04515	DQM66_RS09025	EL277_RS09695	SPNOXC_RS09130	SPP_RS09470	SPR_RS08605	BMJ42_RS10140	SPN032672_RS04360	SPN034156_RS04105	SPN034183_RS09150	SPN994038_RS09055	SPN994039_RS09060	SPNA45_RS02045	MYY_RS09345	SPT_RS09145	HMPREF0837_RS10280	CXP32_RS09595
PNEUPAN002175000	SPD_RS09035	SPV_RS09030		SPH_RS09940	SP_RS09515	SP670_RS09920	HKM25_RS09540	SP70585_RS09810	T308_RS08910	A66_RS08560	SPAP_RS09470	EL334_RS09710	EL263_RS09290		ODS73_RS09845	JN057_RS09250		SPG_RS09020	HMPREF1038_RS09250	EL271_RS09300			INV104_RS09480		SPJ_RS09070	MDRSPN_RS08705	AT689_RS04510	DQM66_RS09030	EL277_RS09700	SPNOXC_RS09135	SPP_RS09475	SPR_RS08610	BMJ42_RS10145	SPN032672_RS04365	SPN034156_RS04110	SPN034183_RS09155	SPN994038_RS09060	SPN994039_RS09065	SPNA45_RS02040	MYY_RS09350	SPT_RS09150	HMPREF0837_RS10285	CXP32_RS09600
PNEUPAN002176000	SPD_RS09040	SPV_RS09035	EF3030_RS09215	SPH_RS09945		SP670_RS09925	HKM25_RS09545		T308_RS08915		SPAP_RS09475	EL334_RS09715	EL263_RS09295	SPN23F_RS09770	ODS73_RS09850		SPCG_RS09795	SPG_RS09025						SPNINV200_RS09210	SPJ_RS09075	MDRSPN_RS08710		DQM66_RS09035				SPR_RS08615	BMJ42_RS10150							MYY_RS09355	SPT_RS09155	HMPREF0837_RS10290	
PNEUPAN002177000	SPD_RS09045	SPV_RS09040	EF3030_RS09220	SPH_RS09950	SP_RS09525	SP670_RS09930	HKM25_RS09550	SP70585_RS09820	T308_RS08920		SPAP_RS09480	EL334_RS09720	EL263_RS09300	SPN23F_RS09775	ODS73_RS09855	JN057_RS09260	SPCG_RS09800	SPG_RS09030	HMPREF1038_RS09260	EL271_RS09310			INV104_RS09490	SPNINV200_RS09215	SPJ_RS09080	MDRSPN_RS08715		DQM66_RS09040	EL277_RS09710	SPNOXC_RS09145	SPP_RS09485	SPR_RS08620	BMJ42_RS10155	SPN032672_RS04375	SPN034156_RS04120	SPN034183_RS09165	SPN994038_RS09070	SPN994039_RS09075		MYY_RS09360	SPT_RS09160	HMPREF0837_RS10295	CXP32_RS09610
PNEUPAN002178000															ODS73_RS07985																												
PNEUPAN002179000							HKM25_RS07300																										BMJ42_RS13390										
PNEUPAN002180000				SPH_RS06060		SP670_RS05825						EL334_RS05865		SPN23F_RS06470	ODS73_RS05980	JN057_RS05125	SPCG_RS06740	SPG_RS06355		EL271_RS05710	SPNHU15_RS05575	SPNHU17_RS05500									SPP_RS05845												
PNEUPAN002181000				SPH_RS06055		SP670_RS05830						EL334_RS05860		SPN23F_RS06485	ODS73_RS05975	JN057_RS05120	SPCG_RS06745	SPG_RS06360		EL271_RS05705	SPNHU15_RS05570	SPNHU17_RS05495									SPP_RS05840												
PNEUPAN002182000																		SPG_RS06415																									
PNEUPAN002183000																		SPG_RS06420																									
PNEUPAN002184000				SPH_RS06115								EL334_RS05910	EL263_RS05200		ODS73_RS06025	JN057_RS05180				EL271_RS05755	SPNHU15_RS05630	SPNHU17_RS05555									SPP_RS05890												
PNEUPAN002185000			EF3030_RS05115										EL263_RS05230				SPCG_RS12345							SPNINV200_RS11745																			
PNEUPAN002186000	SPD_RS10965						HKM25_RS05030			A66_RS11755				SPN23F_RS12940											SPJ_RS12770							SPR_RS04805							SPNA45_RS13080				
PNEUPAN002187000	SPD_RS05115	SPV_RS05225			SP_RS05265		HKM25_RS05090			A66_RS04865	SPAP_RS05605			SPN23F_RS05030		JN057_RS05450		SPG_RS04965	HMPREF1038_RS05500	EL271_RS05080			INV104_RS05340		SPJ_RS05020		AT689_RS08500	DQM66_RS05235	EL277_RS05360	SPNOXC_RS05240	SPP_RS05300	SPR_RS04865		SPN032672_RS00215	SPN034156_RS00295	SPN034183_RS05260	SPN994038_RS05165	SPN994039_RS05170	SPNA45_RS07655				CXP32_RS05320
PNEUPAN002188000			EF3030_RS06015	SPH_RS05595		SP670_RS06280		SP70585_RS05670	T308_RS13635			EL334_RS05255	EL263_RS05310		ODS73_RS12215		SPCG_RS06295			EL271_RS05095	SPNHU15_RS05140	SPNHU17_RS05065		SPNINV200_RS06110		MDRSPN_RS11695				SPNOXC_RS05260			BMJ42_RS13840		SPN034156_RS00315	SPN034183_RS05280	SPN994038_RS05185	SPN994039_RS05190		MYY_RS13735	SPT_RS13450	HMPREF0837_RS13430	
PNEUPAN002189000	SPD_RS05060	SPV_RS05280					HKM25_RS05035																					DQM66_RS05290				SPR_RS04810											
PNEUPAN002190000	SPD_RS05065	SPV_RS05275					HKM25_RS05040																					DQM66_RS05285				SPR_RS04815											
PNEUPAN002191000		SPV_RS11670																																									
PNEUPAN002192000	SPD_RS05070	SPV_RS05270					HKM25_RS05045																					DQM66_RS05280				SPR_RS04820											
PNEUPAN002193000	SPD_RS05075	SPV_RS05265					HKM25_RS05050																					DQM66_RS05275				SPR_RS04825											
PNEUPAN002194000	SPD_RS05080	SPV_RS05260					HKM25_RS05055																					DQM66_RS05270				SPR_RS04830											
PNEUPAN002195000	SPD_RS05085	SPV_RS05255					HKM25_RS05060																					DQM66_RS05265				SPR_RS04835											
PNEUPAN002196000	SPD_RS05090	SPV_RS05250					HKM25_RS05065																					DQM66_RS05260				SPR_RS04840											
PNEUPAN002197000	SPD_RS05095	SPV_RS05245					HKM25_RS05070																					DQM66_RS05255				SPR_RS04845											
PNEUPAN002198000	SPD_RS05100	SPV_RS05240					HKM25_RS05075																					DQM66_RS05250				SPR_RS04850											
PNEUPAN002199000	SPD_RS05105	SPV_RS05235					HKM25_RS05080																					DQM66_RS05245				SPR_RS04855											
PNEUPAN002200000								SP70585_RS13190			SPAP_RS12735	EL334_RS07345																						SPN032672_RS13095									
PNEUPAN002201000					SP_RS05255																								EL277_RS05350														CXP32_RS05310
PNEUPAN002202000					SP_RS05260																								EL277_RS05355														CXP32_RS05315
PNEUPAN002203000	SPD_RS05125			SPH_RS12550	SP_RS12100		HKM25_RS05100	SP70585_RS12485	T308_RS11700	A66_RS11025		EL334_RS05260	EL263_RS05315	SPN23F_RS12245	ODS73_RS05430	JN057_RS05455		SPG_RS11555		EL271_RS05100	SPNHU15_RS05145	SPNHU17_RS05070	INV104_RS12810		SPJ_RS11845	MDRSPN_RS04795			EL277_RS05370	SPNOXC_RS11605	SPP_RS11965	SPR_RS04870	BMJ42_RS12325	SPN032672_RS12600	SPN034156_RS10915	SPN034183_RS11620	SPN994038_RS11515	SPN994039_RS11515	SPNA45_RS12500	MYY_RS12020	SPT_RS11885		CXP32_RS05330
PNEUPAN002204000	SPD_RS05130	SPV_RS05210	EF3030_RS06005	SPH_RS05605	SP_RS05275	SP670_RS06270	HKM25_RS05105	SP70585_RS05675	T308_RS05220	A66_RS04870	SPAP_RS05590	EL334_RS05265	EL263_RS05320	SPN23F_RS05035	ODS73_RS05435	JN057_RS05460	SPCG_RS06285	SPG_RS04975	HMPREF1038_RS05490	EL271_RS05105	SPNHU15_RS05150	SPNHU17_RS05075	INV104_RS05345	SPNINV200_RS06100	SPJ_RS05025	MDRSPN_RS04800	AT689_RS08490	DQM66_RS05220	EL277_RS05375	SPNOXC_RS05265	SPP_RS05310	SPR_RS04875	BMJ42_RS05825	SPN032672_RS00220	SPN034156_RS00320	SPN034183_RS05285	SPN994038_RS05190	SPN994039_RS05195	SPNA45_RS07660	MYY_RS05700	SPT_RS05490	HMPREF0837_RS06795	CXP32_RS05335
PNEUPAN002205000	SPD_RS05135	SPV_RS05205	EF3030_RS06000	SPH_RS05610	SP_RS05280	SP670_RS06265	HKM25_RS05110	SP70585_RS05680	T308_RS05225	A66_RS04875	SPAP_RS05585	EL334_RS05270	EL263_RS05325	SPN23F_RS05040	ODS73_RS05440	JN057_RS05465	SPCG_RS06280	SPG_RS04980	HMPREF1038_RS05485	EL271_RS05110	SPNHU15_RS05155	SPNHU17_RS05080	INV104_RS05350	SPNINV200_RS06095	SPJ_RS05030	MDRSPN_RS04805	AT689_RS08485	DQM66_RS05215	EL277_RS05380	SPNOXC_RS05270	SPP_RS05315	SPR_RS04880	BMJ42_RS05830	SPN032672_RS00225	SPN034156_RS00325	SPN034183_RS05290	SPN994038_RS05195	SPN994039_RS05200	SPNA45_RS07665	MYY_RS05705	SPT_RS05495	HMPREF0837_RS06790	CXP32_RS05340
PNEUPAN002206000	SPD_RS05140	SPV_RS05200	EF3030_RS05995	SPH_RS05615	SP_RS05285	SP670_RS06260	HKM25_RS05115	SP70585_RS05685	T308_RS05230	A66_RS04880	SPAP_RS05580	EL334_RS05275	EL263_RS05330	SPN23F_RS05045	ODS73_RS05445	JN057_RS05470	SPCG_RS06275	SPG_RS04985	HMPREF1038_RS05480	EL271_RS05115	SPNHU15_RS05160	SPNHU17_RS05085	INV104_RS05355	SPNINV200_RS06090	SPJ_RS05035	MDRSPN_RS04810	AT689_RS08480	DQM66_RS05210	EL277_RS05385	SPNOXC_RS05275	SPP_RS05320	SPR_RS04885	BMJ42_RS05835	SPN032672_RS00230	SPN034156_RS00330	SPN034183_RS05295	SPN994038_RS05200	SPN994039_RS05205	SPNA45_RS07670	MYY_RS05710	SPT_RS05500	HMPREF0837_RS06785	CXP32_RS05345
PNEUPAN002207000	SPD_RS05145	SPV_RS05195	EF3030_RS05990	SPH_RS05620	SP_RS05290	SP670_RS06255	HKM25_RS05120	SP70585_RS05690	T308_RS05235	A66_RS04885	SPAP_RS05575	EL334_RS05280	EL263_RS05335	SPN23F_RS05050	ODS73_RS05450	JN057_RS05475	SPCG_RS06270	SPG_RS04990	HMPREF1038_RS05475	EL271_RS05120	SPNHU15_RS05165	SPNHU17_RS05090	INV104_RS05360	SPNINV200_RS06085	SPJ_RS05040	MDRSPN_RS04815	AT689_RS08475	DQM66_RS05205	EL277_RS05390	SPNOXC_RS05280	SPP_RS05325	SPR_RS04890	BMJ42_RS05840	SPN032672_RS00235	SPN034156_RS00335	SPN034183_RS05300	SPN994038_RS05205	SPN994039_RS05210	SPNA45_RS07675	MYY_RS05715	SPT_RS05505	HMPREF0837_RS06780	CXP32_RS05350
PNEUPAN002208000	SPD_RS05150	SPV_RS05190	EF3030_RS05985	SPH_RS05625	SP_RS05295	SP670_RS06250	HKM25_RS05125	SP70585_RS05695	T308_RS05240	A66_RS04890	SPAP_RS05570	EL334_RS05285	EL263_RS05340	SPN23F_RS05055	ODS73_RS05455	JN057_RS05480	SPCG_RS06265	SPG_RS04995	HMPREF1038_RS05470	EL271_RS05125	SPNHU15_RS05170	SPNHU17_RS05095	INV104_RS05365	SPNINV200_RS06080	SPJ_RS05045	MDRSPN_RS04820	AT689_RS08470	DQM66_RS05200	EL277_RS05395	SPNOXC_RS05285	SPP_RS05330	SPR_RS04895	BMJ42_RS05845	SPN032672_RS00240	SPN034156_RS00340	SPN034183_RS05305	SPN994038_RS05210	SPN994039_RS05215	SPNA45_RS07680	MYY_RS05720	SPT_RS05510	HMPREF0837_RS06775	CXP32_RS05355
PNEUPAN002209000			EF3030_RS06075								SPAP_RS05560						SPCG_RS06365							SPNINV200_RS06180					EL277_RS06695					SPN032672_RS01400									
PNEUPAN002210000	SPD_RS05155	SPV_RS05185	EF3030_RS05980	SPH_RS05630	SP_RS05300	SP670_RS06245	HKM25_RS05130	SP70585_RS05700	T308_RS05245	A66_RS04895	SPAP_RS05555	EL334_RS05290	EL263_RS05345	SPN23F_RS05060	ODS73_RS05460	JN057_RS05485	SPCG_RS06260	SPG_RS05000	HMPREF1038_RS05465	EL271_RS05130	SPNHU15_RS05175	SPNHU17_RS05100	INV104_RS05370	SPNINV200_RS06075	SPJ_RS05050	MDRSPN_RS04825	AT689_RS08465	DQM66_RS05195	EL277_RS05400	SPNOXC_RS05290	SPP_RS05335	SPR_RS04900	BMJ42_RS05850	SPN032672_RS00245	SPN034156_RS00345	SPN034183_RS05310	SPN994038_RS05215	SPN994039_RS05220	SPNA45_RS07685	MYY_RS05725	SPT_RS05515	HMPREF0837_RS06770	CXP32_RS05360
PNEUPAN002211000	SPD_RS05160	SPV_RS05180	EF3030_RS05975	SPH_RS05635	SP_RS05305	SP670_RS06240	HKM25_RS05135	SP70585_RS05705	T308_RS05250	A66_RS04900	SPAP_RS05550	EL334_RS05295	EL263_RS05350	SPN23F_RS05065	ODS73_RS05465	JN057_RS05490	SPCG_RS06255	SPG_RS05005	HMPREF1038_RS05460	EL271_RS05135	SPNHU15_RS05180	SPNHU17_RS05105	INV104_RS05375	SPNINV200_RS06070	SPJ_RS05055	MDRSPN_RS04830	AT689_RS08460	DQM66_RS05190	EL277_RS05405	SPNOXC_RS05295	SPP_RS05340	SPR_RS04905	BMJ42_RS05855	SPN032672_RS00250	SPN034156_RS00350	SPN034183_RS05315	SPN994038_RS05220	SPN994039_RS05225	SPNA45_RS07690	MYY_RS05730	SPT_RS05520	HMPREF0837_RS06765	CXP32_RS05365
PNEUPAN002212000	SPD_RS05165	SPV_RS05175	EF3030_RS05970	SPH_RS05640	SP_RS05310	SP670_RS06235	HKM25_RS05140	SP70585_RS05710	T308_RS05255	A66_RS04905	SPAP_RS05545	EL334_RS05300	EL263_RS05355	SPN23F_RS05070	ODS73_RS05470	JN057_RS05495	SPCG_RS06250	SPG_RS05010	HMPREF1038_RS05455	EL271_RS05140	SPNHU15_RS05185	SPNHU17_RS05110	INV104_RS05380	SPNINV200_RS06065	SPJ_RS05060	MDRSPN_RS04835	AT689_RS08455	DQM66_RS05185	EL277_RS05410	SPNOXC_RS05300	SPP_RS05345	SPR_RS04910	BMJ42_RS05860	SPN032672_RS00255	SPN034156_RS00355	SPN034183_RS05320	SPN994038_RS05225	SPN994039_RS05230	SPNA45_RS07695	MYY_RS05735	SPT_RS05525	HMPREF0837_RS06760	CXP32_RS05370
PNEUPAN002213000	SPD_RS05170	SPV_RS05170	EF3030_RS05965	SPH_RS05645	SP_RS05315	SP670_RS06230	HKM25_RS05145	SP70585_RS05715	T308_RS05260	A66_RS04910	SPAP_RS05540	EL334_RS05305	EL263_RS05360	SPN23F_RS05075	ODS73_RS05475	JN057_RS05500	SPCG_RS06245	SPG_RS05015	HMPREF1038_RS05450	EL271_RS05145	SPNHU15_RS05190	SPNHU17_RS05115	INV104_RS05385	SPNINV200_RS06060	SPJ_RS05065	MDRSPN_RS04840	AT689_RS08450	DQM66_RS05180	EL277_RS05415	SPNOXC_RS05305	SPP_RS05350	SPR_RS04915	BMJ42_RS05865	SPN032672_RS00260	SPN034156_RS00360	SPN034183_RS05325	SPN994038_RS05230	SPN994039_RS05235	SPNA45_RS07700	MYY_RS05740	SPT_RS05530	HMPREF0837_RS06755	CXP32_RS05375
